helka,hepro,heavd,heopd,hekdpl,hekft1,heft1,hedtcp,hekdkk,hesdt,hevalp,hesdff,hesdvt,hest,heur,hesg,hedtr,hegnn,hegn,heplan,trrund,hesaml,hehawb,hesdla,hesdl,hevalt,heknt,hekns,henas,hekdfs,hevals,heknsf,heans,henasf,heknk,henak,hekdfk,hevalk,heknkf,heank,henakf,heot,hedtop,hedtmp
DE,501378,1,53520,,,,0,,HAM,0,,,,D,SH,20031024,,00000000000,,0,,000000000,,,,0,24,Hartner GmbH,X,NOK,30,0,LINJEGODS A/S,30,UNIMERCO AS,,NOK,50,0,VOLVO BM MASKIN A/S,FT,20031024,0
DE,501316,1,53521,,,,0,,1000,0,2000,1000,,A,SH,20031024,200301093297002,200301093297001,,0,,101087499,,,OIL,0,24,Hartner GmbH,X,NOK,30,0,LINJEGODS A/S xxxxxxxxxxxxxxxx,30,UNIMERCO AS,,NOK,50,0,VOLVO BM MASKIN A/S,FT,20031024,0
NO,0,1,53522,,,,0,,1000,0,0123,1472,,A,STB,20031029,,2003,,0,,,,,OIL,0,176,THARA IMPORT AS,,NOK,176,0,THARA IMPORT AS,176,SVEIN TERJE BERG,X,NOK,176,0,THARA IMPORT AS,BT,20031030,0
DE,501316,1,53523,,,,20,,1000,0,2000,1000,O,A,SH,20031030,,200301093297001,,0,,101087499,,,OIL,0,600002,Hartner GmbH,X,NOK,30,0,LINJEGODS A/S,0,test kunde,,NOK,22,0,ØREBRO PAPPERSBRUK AB,FT,20031030,10
NO,501316,1,53524,,,,20,,DE01,0,OSL,HAM,O,A,SH,20031110,,200301093297001,,0,,101087499,,,OIL,0,24,Hartner GmbH,,EUR,30,0,LINJEGODS A/S,30,UNIMERCO AS,,NOK,30,0,LINJEGODS A/S,FT,20031110,4
GB,0,1,53525,,,,0,,LON,0,0302,BHX,,B,SH,20031118,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S xxxxxxxxxxxxxxxx,0,T. S. JACOBSEN A/S,,USD,25,0,T. S. JACOBSEN A/S,DI,20031118,0
GB,0,1,53526,,,,0,,LON,0,0302,BHX,,B,SH,20031118,,,,0,,,,,,0,31,MAJORTRANS A/S,,DEM,28,0,KVÆRNER INDUSTRIER A/S,0,T. S. JACOBSEN A/S,,USD,25,0,T. S. JACOBSEN A/S,DI,20031118,0
GB,0,1,53527,,,,0,,LON,0,0302,BHX,,B,SH,20031118,,,,0,,,,,,0,31,MAJORTRANS A/S,,DEM,28,0,KVÆRNER INDUSTRIER A/S,0,T. S. JACOBSEN A/S,,USD,25,0,T. S. JACOBSEN A/S,DI,20031118,0
GB,0,1,53528,,,,0,,LON,0,0101,BHX,,B,SH,20031118,,,,0,,,,,,0,31,MAJORTRANS A/S,,EUR,28,0,KVÆRNER INDUSTRIER A/S,25,T. S. JACOBSEN A/S,,EUR,25,0,T. S. JACOBSEN A/S,DI,20031118,0
NO,0,1,53529,,,,20,,LON,0,0302,BHX,O,A,SH,20031118,,2003,,0,,,,,VEI,0,24,IL-X BUD-SERVICE A/S,,NOK,24,0,IL-X BUD-SERVICE A/S,199,Kunde,,NOK,199,0,Kunde,FT,20031118,1
NO,0,1,53530,,,,20,,LON,0,0302,BHX,O,A,SH,20031118,,2003,,0,,,,,VEI,0,31,MAJORTRANS A/S,,NOK,28,0,KVÆRNER INDUSTRIER A/S,25,T. S. JACOBSEN A/S,,NOK,25,0,T. S. JACOBSEN A/S,DI,20031118,1
GB,0,1,53531,,,,0,,LON,0,0302,BHX,,B,SH,20031118,,,,0,,,,,,0,31,MAJORTRANS A/S,,DEM,28,0,KVÆRNER INDUSTRIER A/S,25,T. S. JACOBSEN A/S,,USD,25,0,T. S. JACOBSEN A/S,DI,20031118,0
GB,0,1,53532,,,,0,,LON,0,0302,BHX,,B,SH,20031118,,,,0,,,,,,0,1,Systema AS,,EUR,28,0,KVÆRNER INDUSTRIER A/S,25,T. S. JACOBSEN A/S,,USD,25,0,T. S. JACOBSEN A/S,DI,20031118,0
NO,0,1,53533,,,,20,,LON,0,0302,BHX,O,A,SH,20031118,,2003,,0,,,,,VEI,0,1,MAJORTRANS A/S,,NOK,1,0,SYSTEMA A/S,30,T. S. JACOBSEN A/S,,NOK,30,0,LINJEGODS A/S xxxxxxxxxxxxxxxx,DI,20031118,4
GB,501727,1,53534,,,,0,,LON,0,0302,BHX,,B,SH,20031118,,,,0,,DA12233,,,,0,1,MAJORTRANS A/S,,NOK,28,0,KVÆRNER INDUSTRIER A/S,1,Systema AS,,NOK,25,0,T. S. JACOBSEN A/S,DI,20031118,0
"",0,1,53535,,,,20,,,0,,,O,A,YBC,20031119,NO0124567894120,,,0,,,,,,0,0,TEST RAMBERG,X,,0,0,,175,Svein Terje Berg,,,175,0,,,20031119,11
NO,0,1,53536,,,,0,,OSL,0,0302,OSL,,A,SH,20031126,,2003,,0,,,,,VEI,0,31,MAJORTRANS A/S,,DEM,28,0,KVÆRNER INDUSTRIER A/S,30,IL-X BUD-SERVICE A/S,,CAN,30,0,LINJEGODS A/S xxxxxxxxxxxxxxxx,DI,20031126,0
AL,501875,1,53537,,,,0,,6000,0,120,6000,,A,TH,20031128,,201101050291003,,0,,,,,VEI,0,1,SYSTEMA A/S,,NOK,1,0,SYSTEMA A/S,95000013,ABC,X,NOK,95000013,0,A,IO,20170429,0
AL,501057,1,53538,,,,0,,6000,0,120,6000,,A,TH,20031128,,200308017120001,,0,,,,,VEI,0,1,SYSTEMA A/S,,NOK,1,0,A/S SYSTEMA,95000013,ABC,X,NOK,95000013,0,A,IO,20031128,0
AL,501057,1,53539,,,,0,,6000,0,120,6000,,A,TH,20031128,,200308017120001,,0,,,,,VEI,0,1,SYSTEMA A/S,,NOK,1,0,SYSTEMA A/S,95000013,ABC,X,NOK,0,0,,IO,20031128,0
NO,0,1,53540,,,,0,,6000,0,120,6000,,B,TH,20031128,,200308017120001,,0,,,,,VEI,0,35,J.Olsens enke,,NOK,35,0,J. OLSENS ENKE A/S,3,CARGO HANDLING (SINGAPORE) PTY,X,NOK,4,0,A/S AUTO SUPPLY CO,IO,20031128,0
IT,501727,1,53541,,,,0,,,0,1010,BRI,,B,TH,20031128,,200308017120001,,0,,DA12233,,,VEI,0,1,SYSTEMA A/S,,NOK,1,0,SYSTEMA A/S,95000013,ABC,X,NOK,95000013,0,A,IO,20031128,0
NO,0,1,53542,,,,0,,1000,0,0192,0192,,B,TH,20080826,,200308017120001,,0,,,,,,0,0,Systema AS,X,NOK,2,0,CARGO HANDLING (MIAMI) INC,0,NORDIC LONGLIFE SOLUTIONS AB,,NOK,2,0,CARGO HANDLING (MIAMI) INC,IO,20080826,0
NO,0,1,53543,,,,0,,1000,0,0101,0102,,A,YBC,20031203,,,,0,,,,,,0,0,TEST,X,,0,0,,60,ØYEOPTIKK A/S,,NOK,60,0,Janex AS,BI,20031203,0
NO,501530,1,53544,,,,20,,1000,0,1000,1000,O,A,YBC,20031203,,,,0,,,,,,0,0,TEST LEV-002,X,,0,0,,60,ØYEOPTIKK A/S,,NOK,60,0,Janex AS,BI,20031203,7
NO,501727,1,53545,,,,0,,1000,0,0102,0105,,A,YBC,20031203,,2003,,0,,DA12233,,,OIL,0,60,ØYEOPTIKK A/S,,NOK,60,0,Janex AS,60,TEST MOTTAGER 1,X,NOK,60,0,Janex AS,DI,20031203,0
NO,0,1,53546,,,,20,,OSL,0,,,O,A,YBC,20031203,,2003,,0,,,,,OIL,0,60,ØYEOPTIKK A/S,,,0,0,,60,TEST 2,X,,0,0,,,20031203,11
NO,0,1,53547,,,,0,,7000,0,0102,7000,,A,YBC,20031203,,200301062337001,,0,,,,,OIL,0,60,ØYEOPTIKK A/S,,NOK,60,0,ØYEOPTIKK A/S,60,TEST 3,X,NOK,60,0,ØYEOPTIKK A/S,FO,20031203,0
NO,0,1,53548,,,,0,,3000,0,0102,3012,,A,YBC,20031203,,200301062337001,,0,,,,,OIL,0,60,ØYEOPTIKK A/S,,NOK,60,0,ØYEOPTIKK A/S,60,TEST 4,X,NOK,60,0,ØYEOPTIKK A/S,FO,20031203,0
NO,0,1,53549,,,,20,,1000,0,0102,0150,O,A,YBC,20031203,,200301062337001,,0,,,,,OIL,0,60,ØYEOPTIKK A/S,X,NOK,60,0,Janex AS,72566,AAAaaa,,NOK,72566,0,AAAaaa,FO,20031203,1
"",0,1,53550,,,,20,,,0,,,O,A,YBC,20031215,,,,0,,,,,,0,0,TEST 111,X,,0,0,,60,ØYEOPTIKK A/S,,,60,0,,,20031215,11
NO,501417,1,53551,,,,20,,1000,0,0102,0101,O,A,YBC,20031215,20049879879875,200301062337001,,0,,BILNUMMER,,,OIL,0,100,Messe kunde,,EUR,100,0,Messe kunde,60,TEST,X,NOK,60,0,Janex AS,F1,20031215,1
NO,501458,1,53552,,,,20,,OSL,0,,,O,C,YBC,20040112,,2003,,0,,,,,OIL,0,175,Svein Terje Berg,,NOK,175,0,Svein Terje Berg,175,LIV SKJERVOLD,X,NOK,175,0,Svein Terje Berg,F1,20031119,11
NO,0,1,53553,,,,20,,OSL,0,,,O,C,YBC,20040112,,2003,,0,,,,,OIL,0,175,Svein Terje Berg,,,0,0,,175,"VAKSVIK, SISSEL",X,,0,0,,,20031119,11
NO,501457,1,53554,,,,0,,OSL,0,,,,C,YBC,20040112,,2003,,0,,,,,OIL,0,175,Svein Terje Berg,,NOK,175,0,Svein Terje Berg,175,"VAKSVIK, SISSEL",X,NOK,175,0,Svein Terje Berg,EX,20031119,0
NO,501379,1,53555,,,,0,,OSL,0,,,,D,YBC,20040112,,200300000000000,,0,,000000000,,,OIL,0,175,Svein Terje Berg,,NOK,175,0,Svein Terje Berg,175,JAN REITAN,X,NOK,175,0,Svein Terje Berg,EX,20031119,0
NO,0,1,53556,,,,0,,1000,0,1472,1000,,B,YBC,20040112,,2003,,0,,,,,OIL,0,175,Svein Terje Berg,,NOK,175,0,Svein Terje Berg,175,"DROGSET, TORIL",X,NOK,175,0,Svein Terje Berg,BE,20031119,0
NO,501391,1,53557,,,,0,,OSL,0,,,O,H,YBC,20040112,,2003,,791,,AA31842,,,OIL,0,175,Svein Terje Berg,,NOK,175,0,Svein Terje Berg,175,ØYVIND MARTINSEN,X,,0,0,,BT,20040112,0
DE,501380,1,53558,,,,20,,1000,0,1700,1330,O,A,YBC,20040116,,200412345123456,,0,,AB12345,,terminalen,OIL,0,60,ØYEOPTIKK A/S,X,NOK,60,0,Janex AS,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,F1,20040116,1
"",501383,1,53559,,,,0,,EGE,0,,,U,S,YBC,20040120,,,,0,,000000000,,,,0,60,Janex AS,,,0,0,,0,Janex  HUB Egersund,,,0,0,,,20040120,0
NL,0,1,53560,,,,0,,1000,0,1117,0101,,A,TH,20040121,,2004,,0,,,,,VEI,0,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S xxxxxxxxxxxxxxxx,0,A,X,,0,0,,MS,20040121,0
"",0,1,53561,,,,0,,,0,,,U,S,WEB,20040122,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,200401,0
"",0,1,53562,,,,0,,,0,,,U,S,WEB,20040122,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,200401,0
"",0,1,53563,,,,0,,,0,,,U,S,WEB,20040122,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,200401,0
GB,501381,1,53564,,,,0,,LON,0,,,,D,TR,20040123,,12312300000,,0,,000101080,,"Fred Olsen,Sørenga",,117,0,LAURA ASHLEY,,NOK,50,0,VOLVO BM MASKIN A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,,NOK,5,0,AVIS BILUTLEIE A/S,FT,20040123,0
"",0,1,53565,,,,0,,,0,,,U,S,WEB,20040123,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,200401,0
NO,501792,1,53566,,,,0,,1000,0,,,,B,JOV,20040123,,,,0,,PDA2,,,OIL,0,60,ØYEOPTIKK A/S,,NOK,60,0,Janex AS,0,RECIEVER,X,,0,0,,IN,20140412,0
NO,0,1,53567,,,,0,,1000,0,0102,1000,,B,WEB,20040123,,,,0,,,,,,0,60,ØYEOPTIKK A/S,,NOK,60,0,Janex AS,0,RECIEVER,X,,0,0,,IN,20200401,0
"",0,1,53568,,,,0,,,0,,,U,S,WEB,20040123,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040123,0
"",0,1,53569,,,,0,,,0,,,U,S,WEB,20040123,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040125,0
"",0,1,53570,,,,0,,,0,,,U,S,WEB,20040123,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040125,0
"",0,1,53571,,,,0,,,0,,,U,S,WEB,20040123,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040125,0
"",0,1,53572,,,,0,,,0,,,U,S,WEB,20040123,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040123,0
"",0,1,53573,,,,0,,,0,,,U,S,WEB,20040123,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040123,0
"",0,1,53574,,,,0,,,0,,,U,S,WEB,20040123,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040123,0
"",0,1,53575,,,,0,,,0,,,U,S,WEB,20040123,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040123,0
NO,0,1,53576,,,,0,,1000,0,0102,1000,,B,WEB,20040126,,,,0,,,,,,0,60,Janex AS,,NOK,60,0,Janex AS,0,Lorries building society,X,,0,0,,IN,20040126,0
"",0,1,53577,,,,0,,,0,,,U,S,WEB,20040126,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040120,0
"",0,1,53578,,,,0,,,0,,,U,S,WEB,20040126,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040120,0
"",0,1,53579,,,,0,,,0,,,U,S,WEB,20040126,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040120,0
"",0,1,53580,,,,0,,,0,,,U,S,WEB,20040126,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040120,0
"",0,1,53581,,,,0,,NCL,0,,,U,S,WEB,20040126,,,,0,,000000000,,,,0,60,Janex AS,,,0,0,,0,TEST,,,0,0,,,20040120,0
"",0,1,53582,,,,0,,,0,,,U,S,WEB,20040126,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040120,0
NO,0,1,53583,,,,0,,1000,0,3013,0165,,A,JOV,20040201,,2004,,0,,,,,,0,0,AAAA,X,,0,0,,72,ANDERSEN KONTORMØBLER,,NOK,72,0,ANDERSEN KONTORMØBLER,IN,20040201,0
"",0,1,53584,,,,0,,EGE,0,,,U,S,WEB,20040206,,,,0,,000000000,,,,0,60,Janex AS,,,0,0,,0,Janex GRM,,,0,0,,,20040206,0
"",0,1,53585,,,,0,,EGE,0,,,U,S,WEB,20040216,,,,0,,000000000,,,,0,60,Janex AS,,,0,0,,0,Janex  HUB Egersund,,,0,0,,,20040216,0
"",0,1,53586,,,,0,,EGE,0,,,U,S,WEB,20040216,,,,0,,000000000,,,,0,60,Janex AS,,,0,0,,0,Janex  HUB Egersund,,,0,0,,,20040217,0
NO,501833,1,53587,,,,0,,5000,0,1000,,,H,JOV,20040225,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,0,XXX,X,,0,0,,IN,20030225,0
NO,501222,1,53588,,,,0,,5000,0,1000,,,H,JOV,20040225,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S xxxxxxxxxxxxxxxx,0,XXX,X,,0,0,,IN,20010914,0
NO,80000107,1,53589,,,,0,,5000,0,1000,,,H,JOV,20040225,,,,926,,AB1538,,,,2,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S xxxxxxxxxxxxxxxx,0,XXX,X,,0,0,,IN,20030225,0
NO,501087,1,53590,,,,0,,5000,0,1000,,,H,JOV,20040225,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S xxxxxxxxxxxxxxxx,0,XXX,X,,0,0,,IN,20030225,0
NO,501733,1,53591,,,,0,,5000,0,1000,,,H,JOV,20040225,,,,916,,AA25507,,,,0,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,0,XXX,X,,0,0,,IN,20030226,0
NO,501460,1,53592,,,,0,,5000,0,1000,,,H,JOV,20040225,,,,0,,,,,,0,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S xxxxxxxxxxxxxxxx,0,XXX,X,,0,0,,IN,20030225,0
NO,0,1,53593,,,,20,,1000,0,1000,1000,O,A,JOV,20040304,,200201062317001,,0,,,,,,0,176,THARA IMPORT AS,,NOK,176,0,THARA IMPORT AS,1000,THARA IMPORT AS,X,NOK,1000,0,SYSTEMA A/S,IN,20021022,4
"",0,1,53594,,,,0,,,0,,,U,S,WEB,20040311,,,,0,,000000000,,,,0,60,Janex AS,,,0,0,,0,Test New end reciever,,,0,0,,,20040311,0
"",0,1,53595,,,,0,,,0,,,U,S,WEB,20040311,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040311,0
"",0,1,53596,,,,0,,,0,,,U,S,WEB,20040311,,,,0,,000000000,,,,0,60,Janex AS,,,0,0,,0,Lorries building society,,,0,0,,,20040311,0
DE,501384,1,53597,,,,0,,HAM,0,,,,D,SH,20040312,,11719782722,,0,,000000000,,,,117,24,Hartner GmbH,,NOK,30,0,LINJEGODS A/S,30,UNIMERCO AS,,NOK,50,0,VOLVO BM MASKIN A/S,AE,20040312,0
"",0,1,53598,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53599,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53600,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53601,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53602,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53603,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53604,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53605,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53606,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53607,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53608,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53609,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53610,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53611,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53612,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53613,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53614,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53615,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53616,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53617,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53618,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53619,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53620,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53621,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53622,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53623,,,,0,,,0,,,U,S,WEB,20040317,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040317,0
"",0,1,53624,,,,0,,,0,,,U,S,WEB,20040318,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040318,0
"",0,1,53625,,,,0,,,0,,,U,S,WEB,20040318,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040318,0
NO,0,1,53626,,,,20,,LON,0,0302,BHX,O,A,SH,20040318,,2004,,0,,,,,VEI,0,200,MAJORTRANS A/S,,NOK,200,0,Hedemark og Oppland Slakterier,25,T. S. JACOBSEN A/S,,NOK,25,0,T. S. JACOBSEN A/S,DI,20040318,3
"",0,1,53627,,,,0,,,0,,,U,S,JOV,20040319,,,,0,,000000000,,,,0,60,Janex AS,,,0,0,,0,MOTAKER NAVN..,,,0,0,,,20040319,0
"",0,1,53628,,,,0,,,0,,,U,S,WEB,20040319,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040319,0
NO,0,1,53629,,,,0,,1000,0,1000,1000,,B,WEB,20040323,,,,0,,,,,,0,0,X,X,,0,0,,0,X,X,,0,0,,IN,20040323,0
NO,0,1,53630,,,,0,,1000,0,3010,1400,,A,STB,20040323,,2004,,0,,,,,,0,10008605,SYSTEMA A/S,,NOK,14,0,A/S DE-NO-FA OG LILLEBORG FAB.,10008597,Braathens ASA,X,NOK,1211,0,FLYDISTRIBUSJON/KüHNE & NAGEL,BT,20000731,0
"",0,1,53631,,,,0,,,0,,,U,S,WEB,20040323,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040323,0
NO,0,1,53632,,,,20,,1000,0,0192,1000,O,A,JOV,20040323,,,,0,,,,,,0,0,Test leveringsadr,X,,0,0,,176,THARA IMPORT AS,,NOK,176,0,THARA IMPORT AS,IN,20040323,4
NO,0,1,53633,,,,20,,5000,0,1000,5000,O,A,JOV,20040323,,2004,,0,,,,,,0,176,THARA IMPORT AS,,NOK,176,0,THARA IMPORT AS,1000,THARA IMPORT AS,X,NOK,1000,0,SYSTEMA A/S,IN,20030106,4
NO,0,1,53634,,,,0,,3000,0,1000,3470,,B,WEB,20040324,,,,0,,,,,,0,211,Kloster Cruise Ltd.,X,NOK,211,0,Kloster Cruise Ltd.,0,Janex  HUB Egersund,X,,0,0,,IN,20040324,0
NO,0,1,53635,,,,0,,3000,0,3000,3000,,A,STB,20040325,,,,0,,,,,,0,0,DEMO LAGERKUNDE NR 1,X,,0,0,,7017,Demo Lagerkunde AS,,NOK,7017,0,Demo Lagerkunde AS,CL,20040325,0
NO,0,1,53636,,,,0,,6000,0,3000,6300,,A,STB,20040326,,2004,,0,,,,,,0,7017,Demo Lagerkunde AS,,NOK,7017,0,Demo Lagerkunde AS,33,NCR NORGE,X,EUR,33,0,NCR NORGE,LL,20040326,0
DE,501385,1,53637,,,,0,,HAM,0,,,,D,SH,20040330,,11719782711,,0,HAM026,000101096,,,,117,24,Hartner GmbH,X,NOK,30,0,LINJEGODS A/S,30,UNIMERCO AS,,NOK,50,0,VOLVO BM MASKIN A/S,FT,20040330,0
"",0,1,53638,,,,0,,,0,,,U,S,WEB,20040330,,,,0,,000000000,,,,0,0,,,,0,0,,0,,,,0,0,,,20040330,0
DE,501385,1,53639,,,,0,,HAM,0,,,,D,SH,20040330,,11719782711,,0,HAM026,000101070,,,,117,24,Hartner GmbH,X,NOK,30,0,LINJEGODS A/S,30,UNIMERCO AS,,NOK,50,0,VOLVO BM MASKIN A/S,FT,20040330,0
"",0,1,53640,,,,0,,EGE,0,,,U,S,WEB,20040331,,,,0,,000000000,,,,0,0,,,,0,0,,0,Janex  HUB Egersund,,,0,0,,,20040331,0
NO,0,1,53641,,,,0,,1000,0,1000,1000,,B,YBC,20040331,,,,0,,,,,,0,211,Kloster Cruise Ltd.,,NOK,24,0,IL-X BUD-SERVICE A/S,0,SHIPS-SPED HOLLAND B.V.,,NOK,24,0,IL-X BUD-SERVICE A/S,IN,20040331,0
NO,501456,1,53642,,,,20,,1000,0,,,O,C,YBC,20040331,,200301062337001,,0,,,,SYSTEMA A/S,,0,24,IL-X BUD-SERVICE A/S,,NOK,24,0,IL-X BUD-SERVICE A/S,60,Janex AS,X,NOK,60,0,Janex AS,F1,20040331,3
NO,0,1,53643,,,,20,,1000,0,0302,0153,O,A,SH,20040401,,2004,,0,,,,,VEI,1,1,SYSTEMA A/S,,NOK,24,0,IL-X BUD-SERVICE A/S,1,Systema AS,,NOK,1,0,SYSTEMA A/S,DI,20040401,4
NO,0,1,53644,,,,20,,1000,0,0101,1000,O,A,JOV,20040420,,,,0,,,,,,0,0,LEVERINGSADRESSE 7,X,,0,0,,176,THARA IMPORT AS,,NOK,176,0,THARA IMPORT AS,E1,20040420,4
NO,0,1,53645,,,,0,,1000,0,0192,1000,,A,JOV,20040420,,2004,,0,,,,,,0,176,THARA IMPORT AS,X,NOK,176,0,THARA IMPORT AS,1,Systema AS,,NOK,24,0,IL-X BUD-SERVICE A/S,IN,20040420,0
DK,501388,1,53646,,,,0,,1000,0,AAL,1923,,A,TH,20040421,,200401057057301,,0,,,,T,,5,0,SCP SCIENCE,X,,0,0,,0,IFE INSTITUT FOR ENERGITEKNIKK,X,,0,0,,IO,20040421,0
DE,501389,1,53647,,,,20,,5000,0,,,O,H,YBC,20040421,,200401255191001,,789,,DK12345,,,,0,0,STORGATA,X,,0,0,,24,IL-X BUD-SERVICE A/S,,NOK,24,0,IL-X BUD-SERVICE A/S,DI,20040421,4
SU,501736,1,53648,,,,20,,MSS,0,SZV,MSS,O,H,WEB,20130205,,200401255191001,,943,,PDA2,,,OIL,0,1,SYSTEMA A/S,X,,24,0,IL-X BUD-SERVICE A/S,24,IL-X BUD-SERVICE A/S,,,24,0,IL-X BUD-SERVICE A/S,BO,20130201,4
DE,80000093,1,53649,,,,20,,5000,0,,,O,H,YBC,20040421,,200401255191001,,898,,PDA3,,,,0,0,MØLLERGATA 24,X,,0,0,,24,IL-X BUD-SERVICE A/S,,NOK,24,0,IL-X BUD-SERVICE A/S,DU,20040421,4
